Name	Total
Jefferson Farfán	148
Gelson Tavares Fernandes	152
Mathieu Debuchy	144
Julio Alberto Barroso	146
Ezequiel Lavezzi	160
Ben Watson	126
Fernando Amorebieta	146
Sinan Bolat	148
Remko Pasveer	152
Billy Sharp	144
Curtis Davies	140
Bradley Wright-Phillips	136
Gary Cahill	148
Adam Federici	140
David Wheater	124
Oscar Ustari	146
Lucas Trecarichi	144
Augustine Okocha	163
Christian Wörns	162
Filippo Inzaghi	146
Bonaventure Kalou	149
John O'Shea	132
Claus Jensen	152
Richard Dunne	150
Gennaro Gattuso	156
Alexander Manninger	146
Djibril Cissé	144
Samuel Eto'o	162
John Arne Riise	144
John Terry	152
Glenn Morris	126
José Manuel Reina Páez	156
Claudio Pizarro	148
Roque Santa Cruz	142
Morten Rasmussen	138
Valérien Ismaël	160
Raúl González Blanco	162
Brede Hangeland	144
Stefano Surdanović	128
Nicolás Valentini	140
Kamory Doumbia	139
Manuel Lama Maroto	134
Hugo Weckmann	135
Bambasé Conté	132
Liam Mullan	114
Rafael Hornos	133
Mateo Sanabria	139
Bernhard Zimmermann	133
Nicholas Markanich	115
Noah Allen	131
Emiliano Brienza	122
Sota Kitano	129
Gabriel Vidovic	139
Martin Luciano	134
Kervin Andrade	138
Erik Rafael Barragan	132
Ryan Spaulding	129
Tomás Mendes Mendes	136
Ananta Tamang	116
Ignacio Daniel Maestro Puch	141
Narek Grigoryan	127
Friday Etim	139
Kenson Pierre Bauer	137
Lucas Noubi	128
Péter Szappanos	130
Maxim Dekker	137
Chiekh Thiam	122
Álvaro Aguirre Arévalo	132
Miller Thomson	130
Christopher Manapo	134
Mario Gulpa	132
Andy Diouf	140
Chris Briones	136
Vladyslav Ostrovskyi	130
Jeanuël Belocian	140
Iker Moreno	131
Dikeni Salifou	133
Aristide Wam	134
Harry Lewis	122
Gyan de Regt	135
Rubén Iranzo Lendínez	142
Sonny Perkins	132
Iuri Antônio Teixeira Tavares	141
Daniel Villahermosa	138
Gonzalo Falcón	143
Tsotne Bendianishvili	130
Aaron Ramsey	139
Max Alves da Silva	139
Miguel Pedroza	136
Giorgio Cittadini	137
Kuryu Matsuki	135
Ousseni Bouda	122
Renato da Silva Brito	133
Billal Messaoudi	136
Antonio Foti	140
Trai Hume	125
Joaquín Lavega	136
Jean Carlos Quiñónez	139
Sebastian Pérez Bouquet	138
Anton Kade	134
Javier Guerra Moreno	140
Gonçalo Oscar A. Borges	143
Elio Salazar	127
Diego Gomez	133
Matías Di Benedetto	135
Luis Annese	128
Nicolás Fonseca	120
Florian Wustinger	131
Adam Obert	138
Frank Feller	128
Axel Prado	134
Alassane Sidibe	137
Tommaso De Nipoti	140
Joel Poiso	139
Julián Romero	136
Eber Moreno	133
Emeka Oduah	135
Tiago Miguel Hora Ribeiro	142
Alexander Oroz	140
Nils Rossen	132
Bruno Henrique Marques Torres	133
Gastón Álvarez	150
Lucas Bartlett	123
Marcelo Alves Santos	134
Eirik Blikstad	131
Matías Ocampo	140
Trustin van 't Loo	137
Taofeek Ismaheel	139
Junior Noguera	138
Dennis Lütke-Frie	135
Pedro Henrique	127
David Jurásek	145
Håkon Røsten	130
Jakub Antczak	129
David Zalazar	138
Kevin Pereira	141
Mohammad Mohebi	140
Gabriel Martínez Aguilera	145
Augustine Boakye	129
Billy Brooks	120
Leonardo Natel Viera	137
Heron Crespo da Silva	128
Marko Divkovic	132
Bongokuhle Hlongwane	135
Juan Franco	141
Ignacio Laquintana	137
Pablo Bennevendo	130
Redouane Halhal	135
Suf Podgoreanu	135
Jon Magunazelaia	140
Riccardo Ciervo	126
Nadjib Cissé	124
Mohammed Tahiri	131
Kelvin Kalua	122
Kristjan Asllani	141
Martín Prost	140
Alejandro Pérez Ruiz	132
Pedro Alberto Benito Ponomar	137
Oisin Gallagher	121
Solomon Bonnah	140
Ziad El Sheiwi	135
Patricio Acevedo	130
Cristhian Mosquera Ibargüen	147
Tyrell Ashcroft	132
Jaume Tovar Seguí	133
Maghnes Akliouche	145
Heriberto Jurado	130
Ben Kershaw	119
Jesús Hernández	124
Loum Tchaouna	145
Patrick Boyes	116
Ayman Benarous	134
Matheus Moresche Rodrigues	119
Carlos Martín Domínguez	141
Jacob Farrell	125
Eduard Radaslavescu	139
Jostin Alarcón	140
Jesus Chávez	134
Sachin Suresh	113
Bijoy Varghese	110
Unai Marrero Larrañaga	134
Peru Rodríguez Larrañaga	141
Callum Wilson	125
Renny Jaramillo	137
Dango Ouattara	135
Fisnik Asllani	135
Alexis Tibidi	146
Emmanuel Ilesanmi	118
Elijah Krahn	134
Manvir Singh	113
Arran Pettifer	118
César Tárrega Requeni	137
Nazareno Funez	130
Dawda Camara	141
Adrián Butzke Benavides	134
Antonio Vera Carrillo	137
Mohammad Dabre	127
Adeeb Al Haizan	124
Sana Dafa Gomes	134
Bradley Locko	141
Eiran Cashin	133
Mert Miraç Altıntaş	126
Sadik Fofana	132
Ben Knight	134
Pavel Pérez	127
Yacoub Al Hassan	123
Kelly N'Mai	127
Rousseau De Poorter	125
Will Pulisic	112
Franklin Tebo Uchenna	132
Marcelo Ribeiro dos Santos	136
Oğuz Aydın	137
Sacha Delaye	136
Harry Jewitt-White	126
Serdar Saatçı	138
Arsen Hrosu	118
Bernardo Oliveira	128
David Brekalo	137
Carlos Beitia Cardos	133
Amankwaa Akurugu	138
Raúl Torrente Navarro	146
Dylan Williams	136
Antef Tsoungui	137
Kanta Chiba	120
Richard Emeka Friday	123
Djenahro Nunumete	134
Iván Romero de Ávila	131
Pedro Ortiz Bernat	134
Kevin Villodres Medina	142
José Luis Guerra Rodríguez	129
Taichi Fukui	127
Cameron Humphreys	121
Abdelkahar Kadri	145
Ahmed Bahusayn	119
Noah Kruth	126
Luca Bazzoli	131
Ar'jany Martha	138
Raúl Caballero Ramírez	140
José David Menargues	136
Stijn Hogervorst	130
Tijjani Noslin	132
Geovani Júnior	138
Conor Bradley	136
James Carragher	125
Rodrigo Marcos Rodrigues Andrade	140
Daniel dos Santos Penha	141
Connor Pye	125
Dominic Schmidt	125
Drissa Camara	132
Olisa Ndah	144
Kwame Peprah	145
Stephen Buer	127
Sil Swinkels	132
Jurgen Çelhaka	134
Jean Baptiste Gorby	138
Thierry Small	135
Daniel Toma	131
Lenny Lobato	137
Mateo Pellegrino	138
Thomas Williams	126
Seyed Payam Niazmand	139
Godfried Frimpong	135
Steven Goma	123
Ole Pohlmann	133
Aleš Mandous	152
Jakub Pešek	152
Aidan Denholm	129
Mamadou Fall	139
Luciano Gondou	147
Yaroslav Mikhailov	139
Darragh O'Connor	132
Aguibou Camara	149
Théo Le Normand	126
David Lelle	131
Giannis Satsias	136
Leo Walta	134
Alejandro Martínez	138
Dimitrios Theodorou	136
Jürgen Lemmerer	131
Jan Chorushij	124
Mortadha Ben Ouanes	134
Samuel Mischitz	134
Luke Nippard	117
Christoph Lang	132
Jamie McGonigle	123
Gabriel Dănuleasă	130
Agustín Sández	142
Tom Roufosse	131
Riccardo Capellini	134
Rodrigo F. Conceição	139
Ricardo Jorge Oliveira António	134
Antonis Makatounakis	128
Myles Peart-Harris	137
Oussama Targhalline	140
Salim Ben Seghir	142
Fernando Álvarez	134
Roggerio Nyakossi	127
Malik Sawadogo	127
Andrew da Silva Ventura	136
Lucien Hawryluk	121
Roberto Fernández Jaén	143
Taylor Gardner-Hickman	146
Eros Mancuso	134
Yiğit Emre Çeltik	137
Jan-Erik Eichhorn	132
Oliver Alfonsi	127
Chardi Landu	132
Ruan Tressoldi Netto	134
Yukhym Konoplia	143
Pedro Jorge Gonçalves Malheiro	134
Miguel Puche García	138
Paul Mercioiu	115
Josh Campbell	127
Joe Mendes	134
Pedro Paulo Kasanzi Lubamba	124
Mladen Cvjetinovic	124
Ivan Dolček	141
Nathan Wicht	121
Maximilian Hippe	130
Franz Pfanne	129
Liam Vincent	122
Zeki Amdouni	143
Cebrail Makreckis	126
Archie Goodwin	130
André Barbosa da Silva	126
Jacob Engel	127
Luca Herrmann	132
Noah Weißhaupt	140
Guillaume Furrer	131
Leândro Rossi Pereira	132
Maik Amedick	131
Liam Bennett	120
Atanas Trică-Balaci	130
Mads Hansen	133
Shalva Ogbaidze	126
Fynn Lakenmacher	129
Mahir Emreli	140
Tom Bertelsmann	122
Hayden Muller	132
Maximilian Pérez Hintermeier	118
Cottrell Ezekwem	130
Luis Jakobi	128
Soufiane El-Faouzi	126
Jackson Tchatchoua	144
Arne Schulz	128
Anosike Ementa	133
Yannic Voigt	133
Lewis Fiorini	138
Göktan Gürpüz	137
David Sousa Albino	137
Niklas Sauter	133
Mohammed Al Kunaydiri	127
Bryan Okoh	145
Toni Silić	131
Abdul Rabeeh	115
Lawrence Ennali	132
Robert Wagner	132
Jacob Eng	135
Ibrahima Baldé	130
Muharem Huskovic	138
Dominik Greif	150
Henrique Jocú	138
Johan Arath Gómez	142
Beka Mikeltadze	136
Jelani Reshaun Sumiyoshi	130
Valentino Lesieur	130
Tiberiu Coman	118
Mohamed Ouadah	124
Ismaël Gharbi	144
Ethyan González Morales	142
José González	133
Jay-Dee Geusens	136
Marvin Obuz	135
Mandela Keita	138
Edgar Olivares	139
Reon Yamahara	118
Fabrice Ngah	143
Ismaël Kandouss	145
Tom Bloxham	140
Moïse Sahi	147
Erick Ávalos	126
Halik Abraham	117
Adis Jasic	138
Cal Jennings	119
Matteo Campagna	122
Peter Maguire	116
William Mikelbrencis	130
Sanjeev Stalin	116
Hormipam Ruivah	125
Abelmy Meto Silu	139
Jonathan Varane	138
Zac Williams	128
Amari Miller	137
Irakoze Donasiyano	108
Shayne Pattynama	131
Ryo Tanada	129
Emirhan Kaşcıoğlu	122
Nicolás Garayalde	138
Yahya Nadrani	137
Freddie Draper	129
Grace Bokake	124
Henning Matriciani	133
Noah Persson	128
Eskil Edh	136
Amir Richardson	143
Jakub Myszor	130
Guilherme Araújo Soares	131
Ben Old	135
Igor Vekič	130
Diego Gutiérrez Chinea	136
Nahuel Noll	127
Matt Young	122
Antony Papadopoulos	115
Dirk Proper	144
Yassine Bahassa	128
Manoubi Haddad	129
Coby Rowe	118
Craig Dundas	112
Florian Jaritz	131
Sam Beukema	149
Francisco Jorge Tavares Oliveira	148
Roberto Alarcón González	128
Thales Bento Oleques	141
Dragoș Albu	140
Alexandru Raicea	120
Souffian El Karouani	145
Álex Petxarromán	139
Ryan Austin	123
Syver Aas	130
Ibrahim Said	126
Brian Oddei	145
Atsuki Ito	131
Tomoaki Okubo	130
Adhavan Rajamohan	112
Tyreik Wright	131
Sung Wook Hong	119
Ji Sung Eom	139
Joshua Rawlins	133
Daan Dierckx	131
Gonzalo Abrego	144
Lincoln Corrêa dos Santos	142
Brooke Norton-Cuffy	139
Iker Recio Ortega	140
Lucas Urbano Dias de Lima	128
Lucas Puyol	119
Robert Street	135
Marcus Ferkranus	124
Edison Azcona	130
Máximo Alonso	136
Simon Adingra	134
Davide Rodari	121
Giorgi Kochorashvili	137
Edgar Sevikyan	140
Jelle Duin	126
Ante Majstorović	142
Lukas Petkov	136
Felipe Valencia	125
Ahmed Hamdi	137
Kevin Rolón	139
Chris Brady	124
Brian Gutiérrez	135
Hayato Tanaka	133
Ignacio Schor	145
Zeidane Inoussa	134
Robin Meißner	134
Mubarak Al Sagour	114
Ji Hoon Lee	130
Vicente Conelli	132
Ayrton Costa	139
Kevin Holmén	125
Norbert Pacławski	127
Frankie Maguire	132
Ernest Muçi	143
Mike Fondop	116
José Hurtado	144
Mehmet Ibrahimi	132
Germán Araúz	126
David Affengruber	142
Matías Ramírez	145
James Brown	125
Luca Andronache	127
Abdullah Al Radeef	122
Pablo Minissale	136
Lucas Bergström	131
Leider Berdugo	133
Salvador Rodríguez	128
Ramiro Sordo	138
Mai Traore	123
Young Joon Lee	133
Kenan Bajrić	133
Manolo Portanova	145
Fernando Román Villalba	138
Unai Dufur Espesolin	134
Santiago Muñoz	148
Israel Salazar Piriz	140
Maxim Gullit	133
Fedde de Jong	137
Luis Felipe Hungria Martins	141
David Argüelles Álvarez	137
Alfonso Pastor Vacas	134
Sergio Arratia Lechosa	134
Francisco González	147
Tim Breithaupt	145
Daniel Aceves	129
Salomón Rodríguez	138
Ismael Ruiz Sánchez	142
David Rodríguez Ramos	134
Guoyu Lin	110
Phillip Cancar	122
Raziel García	140
Adrián Sánchez	143
Andres Jasson	136
Merlin Röhl	142
Filippo Tripi	135
Eren Elmalı	142
Félix Alonso Expósito	136
Juan Portillo	148
Jenry Alaca	132
Robson Leandro Dos Santos	134
Ignacio De Arruabarrena	141
Nicolás Quagliata	146
Mauro Méndez	137
Natanael Guzmán	131
Callum Talbot	126
Mathis Bruns	133
Carlo Adriano García Prades	139
Luis Andrés González	130
Lucas Jaques Varone Maia	135
Adam Griger	135
Alexis Duarte	150
Enzo Giménez	140
Robert Morales	141
Zane Monlouis	135
Markus Solbakken	135
Tom Lacoux	146
Subha Ghosh	115
Juan Antonio Iglesias Sánchez	148
Ken Iwao	138
Taiyo Nishino	132
Shota Fukuoka	133
Nene Dorgeles	143
Vladimir Szilágyi	136
Eder González Tortella	133
Matías Lacava	146
Yoshio Koizumi	142
Taras Kacharaba	151
Boubacar Fall	137
Francisco Pastor	130
Agustín Mulet	142
Jean-Aniel Assi	121
Nelson Abbey	133
Conor Carty	116
Samik Mitra	112
Juan Manuel Bravo Alcántara	135
Rhuan Silveira Castro	129
Ivor Pandur	151
Jon Morcillo Conesa	150
Benas Šatkus	124
Luca Hoole	132
Jason Ngouabi	134
Loup Hervieu	127
Abdourahmane Barry	136
Danel Sinani	141
Lluis Andreu Ruiz	126
Diego Vicente Bri Carrazoni	132
Atakan Çankaya	140
Ivanilson Da Silva	120
Pablo García Carrasco	143
Adil Demirbağ	136
Tyler Wolff	131
Juan Manuel Gutiérrez	141
Wesley Spieringhs	138
John Freeman	118
Obinna Nwobodo	148
Charles-Jesaja Herrmann	135
Timo Zaal	137
Haydon Roberts	133
Eñaut Mendía Berasategi	133
Aimar Oroz Huarte	143
Luciano Carty	129
Jofre Carreras Pagès	148
Mamadou Fofana	124
Ylan Gomes	134
Miguel Monsalve	133
Pau Víctor Delgado	136
Moses Nyeman	137
Jamie Lawrence	139
Abdel Medioub	142
Facundo Bonifazi	133
Mohsen Al Hadhderi	107
Melvin Minter	115
Armindo Sieb	135
Joscha Wosz	138
Thelo Aasgaard	135
Dion Lopy	146
Musa Al-Tamari	144
Mohamed Badamosi	134
Antonis Stergiakis	138
Wayde Jooste	128
Formose Mendy	132
Lars Nabbe	128
Marc Lamti	134
Ben McCormack	131
Eric Ramírez	141
Santiago Mele	144
Christian Torres	123
Emiliano Villar	138
Thanawat Suengchitthawon	131
Francisco Da Costa Aragão	133
Martín Rea	135
Fodé Doucouré	143
Joris Moutachy	133
Pape Ibnou Ba	134
Ricardo Galindo	131
Manuel Molina Rodríguez	134
Hans Anapak	133
Daouda Peeters	137
Lefteris Lyratzis	142
Kacper Sadłocha	121
Boyan Jia	111
Shayden Morris	131
Marco Brescianini	133
Haitham Asiri	126
Connor Hall	127
Nicolás Fernández Mercau	149
Warren Burrell	124
Luqman Hakim	128
Kristijan Jakić	154
Jake Hull	120
Ángel Zapata	134
Alidu Seidu	137
David Min	127
Hassan Al Slais	122
György Székely	109
Johann Ngounou Djayo	123
Miloš Ćoćić	123
Alejandro Blesa Pina	145
Juan de Dios Aguayo	124
Luca Martínez Dupuy	143
Conrado Ibarra	134
Million Manhoef	143
Gino Infantino	144
Lucas Lemos	134
Akinkunmi Amoo	147
Jasurbek Jaloliddinov	136
Mario Mitaj	145
Luis Peteiro Ramos	126
Anthony Musaba	142
Tim Walbrecht	130
Jaouen Hadjam	141
Gideon Mensah	129
Kilian Bauernfeind	127
Joel Vieira Pereira	138
Juan Sforza	145
Jefferson Cáceres	138
Pedro Henrique de Oliveira Correia	144
Emanuel Emegha	141
Ousmane Camara	144
Enzo Cornelisse	140
Lautaro Giaccone	137
Žan Rogelj	139
Yahya Kalley	131
Baktiyar Zaynutdinov	146
Gabriel Roberto Pereira	137
Gime Touré	120
Daniel Strindholm	139
David Larrubia Romano	146
Amadou Diallo	127
Prince Ibara	131
Ilias Takidine	131
Matthew Cox	135
Aaron Molinas	151
Harry Baker	116
Ben Chrisene	129
Christian Viet	129
Reece Staunton	130
Cameron Puertas	147
Jan Elvedi	137
Chris Mochrie	131
Yota Sato	126
Kaan Kurt	133
Sebastian Nanasi	141
Jakob Breum	132
Nico Gordon	133
Ishaq Abdulrazak	144
James Gomez	128
Damjan Pavlovic	134
Kai Lukas Stratznig	140
Victor Lobry	141
Tiago Melo Almeida	145
Niklas Hedl	134
Jonas Sterner	141
Jannis Turtschan	135
Sam Burns	133
Daniel Pike	139
Jonathan Villagra	140
Dennis Borkowski	142
Muamer Aljic	122
Morgan Guilavogui	142
Felix Kerber	126
Oscar Schönfelder	139
Fynn Otto	134
Junior Kadile	141
Alexander Höck	125
Rafiki Saïd	134
Théo Ndicka Matam	143
Omar Haktab Traoré	132
Isaac Asante	126
Festus Arthur	130
Oleksandr Syrota	149
Noah Fatar	136
Lautaro Blanco	142
Avan Jones	117
Gonzalo Montes	135
Teddy Boulhendi	133
Guram Giorbelidze	138
Christian Norton	131
Seamas Keogh	129
Bobby Thomas	135
Oscar Vilhelmsson	132
Andreas Müller	141
Henry Rorig	132
Cheick Souaré	133
Bruny Nsimba	131
Aimen Moueffek	146
Nicholas Milanovic	122
Marc Baró Ortiz	137
Rijad Kobiljar	122
Renzo Bacchia	135
Richard van der Venne	130
Fred Emmings	119
Ryan Johansson	130
Oliver Daedlow	131
Sylvester Jasper	137
Ismaila Soro	144
Julen Lobete Cienfuegos	144
Anton Tanghe	142
Ercan Kara	149
Luis Cárdenas	128
Ryotaro Araki	148
Ole Martin Kolskogen	137
Miguel Angel Navarro	134
Tiago Banega	136
Mohanad Ali	143
Jake Scrimshaw	130
Cătălin Barbu	122
Filip Stojilković	127
Kaoru Mitoma	151
Giacomo Quagliata	144
Yusuke Matsuo	136
Mikkel Hyllegaard	125
Carlos Niño Espinola	136
Luke Le Roux	135
Guzmán Rodríguez	126
Dejan Petrovič	144
Pedro Raul Garay da Silva	140
Cole Turner	126
Juan Ignacio Quintana	112
Thiago Borbas	143
Ryuya Nishio	139
Julio Martínez Cortés	141
Yul Heo	132
Tomoya Fujii	136
Federico Pereira	142
Ezequiel Escobar	123
Jairo Quinteros	141
Mark Byrne	115
Ángel Cardozo Lucena	141
Ezequiel Navarro	132
Santiago Hezze	146
Joshué Quiñonez	137
Miguel Berry	138
Jonathan Perez	128
John Pulskamp	137
Gabriel Buta	125
Rafael António Pereira	140
Guillermo Rosas Alonso	145
Rik Vercauteren	127
William Bøving	144
Hugo Martínez	145
Jan Schöppner	146
Vitor Hugo Naum dos Santos	139
Angel Lyaskov	134
Tomás Lecanda	139
Mayckel Lahdo	132
Jay Matete	136
Jacob Gratton	118
Nick Woltemade	137
Jhojan Julio	139
Anderson Julio	141
Rodrigo Vieira Fernandes	151
Maximilian Beier	147
Harvey Cartwright	125
Joe White	136
Joe Bell	146
Ángelo Campos	140
Paolo Reyna	139
Timo Becker	140
Taylor Silverholt	125
Sandro Theler	138
Elliot Gómez López	142
Jorge Padilla Soler	143
Hossam Hassan	136
Ajdin Hasić	143
Mirko Tomianovic	138
Rubén Escobar	138
Marc-Francois Enoumba	138
Jean Pyerre C. Silveira Correa	158
Armin Abaz	117
Grégory Coelho	124
Jerónimo Rodríguez	141
Nahom Girmai Netabay	127
Sebastian S. Sebulonsen	139
Zico Bailey	123
Mehdi Zerkane	144
Guillermo Paiva	133
Ebrima Colley	143
Jonathan Benítez	132
Marino Arzamendia	131
Miguel Ángel Atienza Villa	146
Sven Mijnans	147
Senne Lammens	143
Tom Collins	126
Eren Kinali	119
Josh Davison	135
Tetsushi Yamakawa	131
Naoki Nomura	132
Farouk Chafaï	142
Tatsuhiro Sakamoto	143
Bartol Franjic	147
Isidro Pitta	144
Thibault Tamas	136
Maxence Rivera	140
Moaath Afana	120
Stavros Vasilantonopoulos	138
Luis Rojas	130
Alexandru Albu	136
Alan Benítez	136
Juan de Dios Rivas	145
Lisandru Tramoni	139
Gabi Caschili	133
Víctor Guzmán	144
Mao Hosoya	138
Tomáš Suslov	150
Alexis Doldán	142
Jonathan Perlaza	137
Sergio Bermejo Lillo	142
Iker Losada Aragunde	144
Jack Davies	121
Andrés Andrade	145
Kleandro Lleshi	135
Hector Kyprianou	133
Tim Schreiber	145
Borja Sainz Eguskiza	143
Alexis Flips	149
Reno Piscopo	142
Nicola Nanni	119
Samuel Folarin	123
Jacob Bergström	127
Jamie Hamilton	140
Hayden Hackney	131
Suresh Wangjam	120
Prabhsukhan Gill	122
Joseph Okumu	147
David Bremang	112
Tivonge Rushesha	128
Leandro Fernandes da Cunha	131
Theocharis Tsingaras	146
Toni Datković	133
Mike Trésor	152
Juan José Perea	141
Giorgos Kyriakopoulos	140
Eli Dasa	146
Ethan Walker	128
Rodney Redes	142
Sebastián Lentinelly	137
Agustín Canobbio	151
Armando Méndez	143
Hernán Galíndez	140
Elliot Bonds	127
Oliver Valaker Edvardsen	138
Gift Links	140
Özgür Aktas	130
Vítězslav Jaroš	143
Bünyamin Balcı	144
Niklas Tauer	142
Merveille Papela	131
Melih Ibrahimoglu	134
Aniket Jadhav	123
Jitendra Singh	118
Rahul Kannoly Praveen	121
Jeakson Singh	131
Moisés Villarroel	145
Anwar Ali	126
Gaurav Bora	117
Ladislav Takács	139
Ninthoi Meetei	120
Lalengmawia Ralte	131
Armstrong Okoflex	138
Cristo Romero Gómez	144
Christian Larotonda	144
Washington Aguerre	146
Jonathan Castillo	141
Mauro Luna Diale	147
Jonathan Dos Santos	144
Franco Calderón	145
Nicolas Andermatt	125
Denzel Hall	140
Zinédine Ould Khaled	137
Nathan Zohoré	128
Lucas Queiroz Canteiro	151
Domagoj Bradarić	152
Dennis Waidner	132
Dominique Youfeigane	130
Blankson Anoff	127
Filip Bilbija	144
Samuel Loric	136
Marcos André de Sousa Mendonça	153
Saúl Crespo Prieto	139
Nelson Hernández	126
Brayan Hurtado	145
Benjamín Rollheiser	146
Philipp Schmiedl	129
Omar Carabalí	130
Marco Carnesecchi	148
Jordan Northcott	130
Adrian Stanilewicz	133
Krzysztof Kubica	136
Alan Soñora	152
Narender Gahlot	120
Pablo Barredo Calvo	135
Enzo Millot	146
Pierre Cornud	139
Alex Méndez	144
Salvatore Esposito	147
Igor Zlatanović	141
David Nemeth	145
Kyu hyun Park	130
Sorin Șerban	137
Juan Manuel Sanabria	142
Aurel Loubongo-M'Boungou	131
Jesse Bosch	138
Ramiz Zerrouki	147
Carlos Kevin Omoruyi Benjamin	134
Kevin Andrade	136
Marcio Augusto Da Silva Barbosa	139
Alex Hurst	121
Enrico Del Prato	143
Juan José Miguel	129
Al Hassan Toure	131
Jeremie Mukendi	116
Killian Sardella	144
Kota Watanabe	137
Kacper Smoliński	138
Michell Rodríguez	140
Lorenz Otto	121
Jay Bird	122
Çağtay Kurukalıp	133
Aleksa Terzić	140
João Diogo Fonseca Ferreira	148
Paul Omo Mukairu	147
Shamar Nicholson	149
Jordan Attah Kadiri	137
Emirhan Civelek	126
Ernesto Gomez Muñoz	132
Adrien Lebeau	139
Tomáš Holeš	156
Ezequiel Piovi	146
Gwang Yeon Lee	131
Kevin Harr	127
Tshegofatso Mabasa	145
Ellis Simms	147
Eric dos Santos R.	145
Valentine Ozornwafor	139
Blaž Kramer	139
Jakov Medić	143
Thomas Keller	141
Stuart McKinstry	140
Marco Meyerhöfer	147
Vincent Müller	144
Nick Galle	126
Woyo Coulibaly	134
Josh Martin	138
Thibo Baeten	135
Jacob Shaffelburg	133
Kodjo Fo-Doh Laba	150
Tomáš Huk	133
Naël Jaby	123
Lilian Brassier	149
Tom Krauß	148
Jack Young	132
Jayden Richardson	135
Tiago Filipe Oliveira Dantas	146
Enea Mihaj	139
Henrique Martins Gomes	141
Dan Langley	132
Nelson Agho	128
Maxim De Cuyper	139
Thomas Sabitzer	136
Malik Abubakari	139
Johan Gómez	122
Niall Huggins	129
Ateef Konaté	136
Eduardo de Sousa Santos	139
Mattias Andersson	125
Kyron Gordon	125
Billy Mitchell	140
Ben Cottrell	132
John Mary	136
Lewis Richards	128
Terry Taylor	134
Nikolas Dyhr	144
Juan José Cáceres	145
Ulrick Eneme-Ella	128
Chris Gloster	134
Michał Skóraś	143
Eduard Florescu	134
Douglas Augusto Soares Gomes	149
Segundo Mandíquez	160
Ángel Morenzo	138
Jhonathan Doriado	132
Mateo Farrero	134
George Cîmpanu	144
Fuchi Honda	138
Josh Neufville	121
George Ganea	139
Andrés Catalán	129
Michał Karbownik	146
Andrei Rațiu	137
Nassim Boujellab	142
Martin Minchev	148
Pavel Maslov	142
Komal Thatal	121
Sebastian Soto	138
Cristián Zavala	146
Dylan Borrero	131
Brandon Fernandes	120
Nikhil Poojary	113
Taylor Allen	119
Jamie Semple	130
Isaac Atanga	138
Zachary Duncan	136
Dylan Ruiz-Diaz	125
Johannes Handl	142
